Ambiente  Fecha CE	DAP	RM0-5	RM5-10	HR	P	MO	Ph	Ca	Mg	Na	K	N	ARA	RESP	hypogastruridae	onychiuridae	isotomidae	entomobridae	symphypleona	dermanyssoidea	rhodacaroidea	parasitoidea	uropodoidea	veigaioidea	paratydeoidea	eupodoidea	tydeoidea	tetranychoidea	scutacaroidea	trombidioidea	rhagididae	brachychthonoidea	eulohmannioidea	lohmannioidea	euphthiracaroidea	crotoniodea	oppioidea	hidrozetoidea	galumnoidea	oripodoidea	parhypochthonioidea	ceratozetoidea	hermannioidea	oribatelloidea	acaroidea	astigmata deutoninfa	astigmata juvenil	Apocal	Aporos	Apotra	Octocy	Octoty	Octola	Micdub	Micpho	Euker	Juveniles
NG	902	1.41	11.00	9.00	0.20	2.76	4.17	4.91	9.61	5.74	2.06	1.86	1.41	0.31	0.19	0.07	0	0.011363636363636	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	902	1.33	12.00	12.00	0.22	1.77	3.36	3.84	9.15	5.62	2.17	1.81	1.40	0.25	0.17	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	902	1.54	11.50	19.00	0.16	3.19	12.10	2.39	8.68	5.90	2.00	1.73	1.23	0.22	0.02	0.06	0.637254901960784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	902	0.80	16.00	25.00	0.08	2.72	17.14	1.89	5.98	6.55	1.32	0.93	1.60	0.22	0.14	0.05	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	902	1.25	20.00	23.00	0.12	1.48	13.75	5.15	6.50	6.15	1.29	0.96	1.52	0.34	0.20	0.00	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	902	0.96	11.00	15.00	0.12	1.88	10.74	1.97	5.83	5.70	1.37	0.82	1.40	0.31	0.16	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	902	1.31	22.00	25.00	0.11	1.92	8.30	2.54	6.08	6.75	1.79	1.25	1.10	0.28	0.12	0.02	0.019607843137255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
NG	902	1.19	16.00	21.00	0.13	1.64	14.30	2.29	7.28	6.55	1.90	1.00	1.25	0.33	0.16	0.09	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NG	902	0.89	10.00	12.00	0.10	0.88	13.56	2.63	5.43	6.35	1.90	1.36	1.23	0.27	0.16	0.09	0	0.056818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	20
NG	905	1.54	11.50	19.00	0.16	3.19	12.10	2.39	8.68	5.90	2.00	1.73	1.23	0.22	0.02	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
